Station,Date,Discharge,Discharge Flag,Manually Measured Discharge,Manual Measurement Ice Effect,Manual Measurement Quality,Data Source
07DA028,08-Aug-15,0.509,,,,,RAMP
07DA028,09-Aug-15,0.495,,,,,RAMP
07DA028,10-Aug-15,0.456,,,,,RAMP
07DA028,11-Aug-15,0.398,,,,,RAMP
07DA028,12-Aug-15,0.354,,,,,RAMP
07DA028,13-Aug-15,0.31,,,,,RAMP
07DA028,14-Aug-15,0.315,,,,,RAMP
07DA028,15-Aug-15,0.28,,,,,RAMP
07DA028,16-Aug-15,0.269,,0.274,no,,RAMP
07DA028,17-Aug-15,0.282,,,,,RAMP
07DA028,18-Aug-15,0.252,,,,,RAMP
07DA028,19-Aug-15,0.217,,,,,RAMP
07DA028,20-Aug-15,0.198,,,,,RAMP
07DA028,21-Aug-15,0.188,,,,,RAMP
07DA028,22-Aug-15,0.19,,,,,RAMP
07DA028,23-Aug-15,0.172,,,,,RAMP
07DA028,24-Aug-15,0.157,,,,,RAMP
07DA028,25-Aug-15,0.143,,,,,RAMP
07DA028,26-Aug-15,0.143,,,,,RAMP
07DA028,27-Aug-15,0.132,,,,,RAMP
07DA028,28-Aug-15,0.122,,,,,RAMP
07DA028,29-Aug-15,0.112,,,,,RAMP
07DA028,30-Aug-15,0.112,,,,,RAMP
07DA028,31-Aug-15,0.091,,,,,RAMP
07DA028,01-Sep-15,0.121,,,,,RAMP
07DA028,02-Sep-15,0.283,,,,,RAMP
07DA028,03-Sep-15,0.447,,,,,RAMP
07DA028,04-Sep-15,0.646,,,,,RAMP
07DA028,05-Sep-15,0.698,,,,,RAMP
07DA028,06-Sep-15,0.761,,,,,RAMP
07DA028,07-Sep-15,0.768,,,,,RAMP
07DA028,08-Sep-15,0.728,,,,,RAMP
07DA028,09-Sep-15,0.628,,,,,RAMP
07DA028,10-Sep-15,0.639,,,,,RAMP
07DA028,11-Sep-15,0.582,,,,,RAMP
07DA028,12-Sep-15,0.532,,,,,RAMP
07DA028,13-Sep-15,0.506,,,,,RAMP
07DA028,14-Sep-15,0.551,,0.56,no,,RAMP
07DA028,15-Sep-15,0.536,,,,,RAMP
07DA028,16-Sep-15,0.504,,,,,RAMP
07DA028,17-Sep-15,0.492,,,,,RAMP
07DA028,18-Sep-15,0.476,,,,,RAMP
07DA028,19-Sep-15,0.45,,,,,RAMP
07DA028,20-Sep-15,0.402,,,,,RAMP
07DA028,21-Sep-15,0.386,,,,,RAMP
07DA028,22-Sep-15,0.381,,,,,RAMP
07DA028,23-Sep-15,0.363,,,,,RAMP
07DA028,24-Sep-15,0.347,,,,,RAMP
07DA028,25-Sep-15,0.366,,,,,RAMP
07DA028,26-Sep-15,0.364,,,,,RAMP
07DA028,27-Sep-15,0.357,,,,,RAMP
07DA028,28-Sep-15,0.339,,,,,RAMP
07DA028,29-Sep-15,0.33,,,,,RAMP
07DA028,30-Sep-15,0.334,,,,,RAMP
07DA028,01-Oct-15,0.326,,,,,RAMP
07DA028,02-Oct-15,0.324,,,,,RAMP
07DA028,03-Oct-15,0.33,,,,,RAMP
07DA028,04-Oct-15,0.329,,,,,RAMP
07DA028,05-Oct-15,0.326,,,,,RAMP
07DA028,06-Oct-15,0.321,,,,,RAMP
07DA028,07-Oct-15,0.322,,,,,RAMP
07DA028,08-Oct-15,0.319,,,,,RAMP
07DA028,09-Oct-15,0.327,,,,,RAMP
07DA028,10-Oct-15,0.356,,,,,RAMP
07DA028,11-Oct-15,0.341,,,,,RAMP
07DA028,12-Oct-15,0.328,,,,,RAMP
07DA028,13-Oct-15,0.338,,,,,RAMP
07DA028,14-Oct-15,0.337,,,,,RAMP
07DA028,15-Oct-15,0.333,,,,,RAMP
07DA028,16-Oct-15,0.326,,,,,RAMP
07DA028,17-Oct-15,0.327,,0.333,no,,RAMP
07DA028,18-Oct-15,0.318,,,,,RAMP
07DA028,19-Oct-15,0.302,,,,,RAMP
07DA028,20-Oct-15,0.36,,,,,RAMP
07DA028,21-Oct-15,0.423,,,,,RAMP
07DA028,22-Oct-15,0.403,,,,,RAMP
07DA028,23-Oct-15,0.383,,,,,RAMP
07DA028,24-Oct-15,0.382,,,,,RAMP
07DA028,25-Oct-15,0.383,,,,,RAMP
07DA028,26-Oct-15,0.385,,,,,RAMP
07DA028,27-Oct-15,0.417,,,,,RAMP
07DA028,28-Oct-15,0.42,,,,,RAMP
07DA028,29-Oct-15,0.412,,,,,RAMP
07DA028,30-Oct-15,0.433,,,,,RAMP
07DA028,31-Oct-15,0.408,,,,,RAMP
07DA028,01-Nov-15,0.399,,,,,RAMP
07DA028,02-Nov-15,0.384,,,,,RAMP
07DA028,03-Nov-15,0.377,,,,,RAMP
07DA028,04-Nov-15,0.368,,,,,RAMP
07DA028,05-Nov-15,0.348,,,,,RAMP
07DA028,06-Nov-15,0.324,B,,,,RAMP
07DA028,07-Nov-15,0.325,B,,,,RAMP
07DA028,08-Nov-15,0.316,B,,,,RAMP
07DA028,09-Nov-15,0.292,B,,,,RAMP
07DA028,10-Nov-15,0.293,B,,,,RAMP
07DA028,11-Nov-15,0.3,B,,,,RAMP
07DA028,12-Nov-15,0.288,B,,,,RAMP
07DA028,13-Nov-15,0.304,B,,,,RAMP
07DA028,14-Nov-15,0.282,B,,,,RAMP
07DA028,15-Nov-15,0.261,B,,,,RAMP
07DA028,16-Nov-15,0.266,B,,,,RAMP
07DA028,17-Nov-15,0.296,B,,,,RAMP
07DA028,18-Nov-15,0.26,B,,,,RAMP
07DA028,19-Nov-15,0.242,B,,,,RAMP
07DA028,20-Nov-15,0.229,B,,,,RAMP
07DA028,21-Nov-15,0.239,B,,,,RAMP
07DA028,22-Nov-15,0.24,B,,,,RAMP
07DA028,23-Nov-15,0.234,B,,,,RAMP
07DA028,24-Nov-15,0.233,B,,,,RAMP
07DA028,25-Nov-15,0.235,B,,,,RAMP
07DA028,26-Nov-15,0.232,B,,,,RAMP
07DA028,27-Nov-15,0.226,B,,,,RAMP
07DA028,28-Nov-15,0.223,B,,,,RAMP
07DA028,29-Nov-15,0.222,B,,,,RAMP
07DA028,30-Nov-15,0.224,B,,,,RAMP
07DA028,01-Dec-15,0.221,B,,,,RAMP
07DA028,02-Dec-15,0.22,B,,,,RAMP
07DA028,03-Dec-15,0.215,B,,,,RAMP
07DA028,04-Dec-15,0.227,B,,,,RAMP
07DA028,05-Dec-15,0.213,B,,,,RAMP
07DA028,06-Dec-15,0.208,B,,,,RAMP
07DA028,07-Dec-15,0.211,B,,,,RAMP
07DA028,08-Dec-15,0.199,B,,,,RAMP
07DA028,09-Dec-15,0.206,B,,,,RAMP
07DA028,10-Dec-15,0.188,B,,,,RAMP
07DA028,11-Dec-15,0.183,B,,,,RAMP
07DA028,12-Dec-15,0.194,B,0.193,no,,RAMP
07DA028,13-Dec-15,0.201,B,,,,RAMP
07DA028,14-Dec-15,0.193,B,,,,RAMP
07DA028,15-Dec-15,0.195,B,,,,RAMP
07DA028,16-Dec-15,0.188,B,,,,RAMP
07DA028,17-Dec-15,0.182,B,,,,RAMP
07DA028,18-Dec-15,0.182,B,,,,RAMP
07DA028,19-Dec-15,0.187,B,,,,RAMP
07DA028,20-Dec-15,0.189,B,,,,RAMP
07DA028,21-Dec-15,0.184,B,,,,RAMP
07DA028,22-Dec-15,0.175,B,,,,RAMP
07DA028,23-Dec-15,0.168,B,,,,RAMP
07DA028,24-Dec-15,0.157,B,,,,RAMP
07DA028,25-Dec-15,0.149,B,,,,RAMP
07DA028,26-Dec-15,0.149,B,,,,RAMP
07DA028,27-Dec-15,0.156,B,,,,RAMP
07DA028,28-Dec-15,0.153,B,,,,RAMP
07DA028,29-Dec-15,0.159,B,,,,RAMP
07DA028,30-Dec-15,0.161,B,,,,RAMP
07DA028,31-Dec-15,0.165,B,,,,RAMP
07DA028,01-Jan-16,0.163,B,,,,RAMP
07DA028,02-Jan-16,0.157,B,,,,RAMP
07DA028,03-Jan-16,0.163,B,,,,RAMP
07DA028,04-Jan-16,0.167,B,,,,RAMP
07DA028,05-Jan-16,0.163,B,,,,RAMP
07DA028,06-Jan-16,0.158,B,,,,RAMP
07DA028,07-Jan-16,0.153,B,,,,RAMP
07DA028,08-Jan-16,0.15,B,,,,RAMP
07DA028,09-Jan-16,0.153,B,,,,RAMP
07DA028,10-Jan-16,0.15,B,,,,RAMP
07DA028,11-Jan-16,0.143,B,,,,RAMP
07DA028,12-Jan-16,0.15,B,,,,RAMP
07DA028,13-Jan-16,0.153,B,,,,RAMP
07DA028,14-Jan-16,0.141,B,,,,RAMP
07DA028,15-Jan-16,0.133,B,,,,RAMP
07DA028,16-Jan-16,0.131,B,0.133,no,,RAMP
07DA028,17-Jan-16,0.132,B,,,,RAMP
07DA028,18-Jan-16,0.135,B,,,,RAMP
07DA028,19-Jan-16,0.131,B,,,,RAMP
07DA028,20-Jan-16,0.124,B,,,,RAMP
07DA028,21-Jan-16,0.124,B,,,,RAMP
07DA028,22-Jan-16,0.125,B,,,,RAMP
07DA028,23-Jan-16,0.122,B,,,,RAMP
07DA028,24-Jan-16,0.126,B,,,,RAMP
07DA028,25-Jan-16,0.123,B,,,,RAMP
07DA028,26-Jan-16,0.129,B,,,,RAMP
07DA028,27-Jan-16,0.125,B,,,,RAMP
07DA028,28-Jan-16,0.136,B,,,,RAMP
07DA028,29-Jan-16,0.145,B,,,,RAMP
07DA028,30-Jan-16,0.137,B,,,,RAMP
07DA028,31-Jan-16,0.13,B,,,,RAMP
07DA028,01-Feb-16,0.135,B,,,,RAMP
07DA028,02-Feb-16,0.141,B,,,,RAMP
07DA028,03-Feb-16,0.139,B,,,,RAMP
07DA028,04-Feb-16,0.136,B,,,,RAMP
07DA028,05-Feb-16,0.14,B,,,,RAMP
07DA028,06-Feb-16,0.151,B,,,,RAMP
07DA028,07-Feb-16,0.135,B,,,,RAMP
07DA028,08-Feb-16,0.13,B,,,,RAMP
07DA028,09-Feb-16,0.134,B,,,,RAMP
07DA028,10-Feb-16,0.125,B,0.125,no,,RAMP
07DA028,11-Feb-16,0.129,B,,,,RAMP
07DA028,12-Feb-16,0.141,B,,,,RAMP
07DA028,13-Feb-16,0.152,B,,,,RAMP
07DA028,14-Feb-16,0.145,B,,,,RAMP
07DA028,15-Feb-16,0.137,B,,,,RAMP
07DA028,16-Feb-16,0.139,B,,,,RAMP
07DA028,17-Feb-16,0.14,B,,,,RAMP
07DA028,18-Feb-16,0.145,B,,,,RAMP
07DA028,19-Feb-16,0.138,B,,,,RAMP
07DA028,20-Feb-16,0.133,B,,,,RAMP
07DA028,21-Feb-16,0.142,B,,,,RAMP
07DA028,22-Feb-16,0.147,B,,,,RAMP
07DA028,23-Feb-16,0.142,B,,,,RAMP
07DA028,24-Feb-16,0.14,B,,,,RAMP
07DA028,25-Feb-16,0.146,B,,,,RAMP
07DA028,26-Feb-16,0.143,B,,,,RAMP
07DA028,27-Feb-16,0.136,B,,,,RAMP
07DA028,28-Feb-16,0.13,B,,,,RAMP
07DA028,29-Feb-16,0.132,B,,,,RAMP
07DA028,01-Mar-16,0.137,B,,,,RAMP
07DA028,02-Mar-16,0.129,B,,,,RAMP
07DA028,03-Mar-16,0.132,B,,,,RAMP
07DA028,04-Mar-16,0.129,B,0.129,no,,RAMP
07DA028,05-Mar-16,0.134,B,,,,RAMP
07DA028,06-Mar-16,0.128,B,,,,RAMP
07DA028,07-Mar-16,0.136,B,,,,RAMP
07DA028,08-Mar-16,0.133,B,,,,RAMP
07DA028,09-Mar-16,0.13,B,,,,RAMP
07DA028,10-Mar-16,0.131,B,,,,RAMP
07DA028,11-Mar-16,0.134,B,,,,RAMP
07DA028,12-Mar-16,0.135,B,,,,RAMP
07DA028,13-Mar-16,0.14,B,,,,RAMP
07DA028,14-Mar-16,0.143,B,,,,RAMP
07DA028,15-Mar-16,0.134,B,,,,RAMP
07DA028,16-Mar-16,0.137,B,,,,RAMP
07DA028,17-Mar-16,0.134,B,,,,RAMP
07DA028,18-Mar-16,0.13,B,,,,RAMP
07DA028,19-Mar-16,0.132,B,,,,RAMP
07DA028,20-Mar-16,0.133,B,,,,RAMP
07DA028,21-Mar-16,0.134,B,,,,RAMP
07DA028,22-Mar-16,0.134,B,,,,RAMP
07DA028,23-Mar-16,0.138,B,,,,RAMP
07DA028,24-Mar-16,0.138,B,,,,RAMP
07DA028,25-Mar-16,0.142,B,,,,RAMP
07DA028,26-Mar-16,0.142,B,,,,RAMP
07DA028,27-Mar-16,0.14,B,,,,RAMP
07DA028,28-Mar-16,0.141,B,,,,RAMP
07DA028,29-Mar-16,0.145,B,,,,RAMP
07DA028,30-Mar-16,0.157,B,,,,RAMP
07DA028,31-Mar-16,0.166,B,,,,RAMP
07DA028,01-Apr-16,0.171,B,,,,RAMP
07DA028,02-Apr-16,0.178,B,,,,RAMP
07DA028,03-Apr-16,0.177,B,,,,RAMP
07DA028,04-Apr-16,0.177,B,,,,RAMP
07DA028,05-Apr-16,0.181,B,,,,RAMP
07DA028,06-Apr-16,0.202,B,,,,RAMP
07DA028,07-Apr-16,0.195,B,,,,RAMP
07DA028,08-Apr-16,0.197,B,,,,RAMP
07DA028,09-Apr-16,0.202,B,,,,RAMP
07DA028,10-Apr-16,0.204,B,,,,RAMP
07DA028,11-Apr-16,0.217,B,,,,RAMP
07DA028,12-Apr-16,0.229,B,,,,RAMP
07DA028,13-Apr-16,0.211,B,,,,RAMP
07DA028,14-Apr-16,0.24,B,,,,RAMP
07DA028,15-Apr-16,0.222,B,,,,RAMP
07DA028,16-Apr-16,0.233,B,,,,RAMP
07DA028,17-Apr-16,0.242,B,,,,RAMP
07DA028,18-Apr-16,0.254,B,,,,RAMP
07DA028,19-Apr-16,0.361,B,,,,RAMP
07DA028,20-Apr-16,0.641,B,,,,RAMP
07DA028,21-Apr-16,0.966,B,,,,RAMP
07DA028,22-Apr-16,1.5,B,,,,RAMP
07DA028,23-Apr-16,2.21,B,,,,RAMP
07DA028,24-Apr-16,2.92,B,,,,RAMP
07DA028,25-Apr-16,3.04,,,,,RAMP
07DA028,26-Apr-16,3.1,,,,,RAMP
07DA028,27-Apr-16,3.15,,,,,RAMP
07DA028,28-Apr-16,3.1,,,,,RAMP
07DA028,29-Apr-16,3.06,,,,,RAMP
07DA028,30-Apr-16,3.03,,,,,RAMP
07DA028,01-May-16,3.03,,,,,RAMP
07DA028,02-May-16,3.08,,,,,RAMP
07DA028,03-May-16,3.17,,,,,RAMP
07DA028,04-May-16,3.22,,,,,RAMP
07DA028,05-May-16,3.11,,,,,RAMP
07DA028,06-May-16,2.99,,,,,RAMP
07DA028,07-May-16,2.97,,,,,RAMP
07DA028,08-May-16,2.92,,,,,RAMP
07DA028,09-May-16,2.8,,,,,RAMP
07DA028,10-May-16,2.61,,,,,RAMP
07DA028,11-May-16,2.41,,,,,RAMP
07DA028,12-May-16,2.22,,,,,RAMP
07DA028,13-May-16,2.12,,,,,RAMP
07DA028,14-May-16,1.9,,,,,RAMP
07DA028,15-May-16,1.67,,,,,RAMP
07DA028,16-May-16,1.47,,,,,RAMP
07DA028,17-May-16,1.32,,,,,RAMP
07DA028,18-May-16,1.18,,,,,RAMP
07DA028,19-May-16,1.04,,,,,RAMP
07DA028,20-May-16,0.913,,,,,RAMP
07DA028,21-May-16,0.834,,,,,RAMP
07DA028,22-May-16,0.792,,,,,RAMP
07DA028,23-May-16,0.726,,,,,RAMP
07DA028,24-May-16,0.67,,,,,RAMP
07DA028,25-May-16,0.624,,,,,RAMP
07DA028,26-May-16,0.59,,,,,RAMP
07DA028,27-May-16,0.562,,,,,RAMP
07DA028,28-May-16,0.544,,,,,RAMP
07DA028,29-May-16,0.59,,,,,RAMP
07DA028,30-May-16,0.643,,,,,RAMP
07DA028,31-May-16,0.65,,,,,RAMP
07DA028,01-Jun-16,0.626,,,,,RAMP
07DA028,02-Jun-16,0.619,,,,,RAMP
07DA028,03-Jun-16,0.555,,,,,RAMP
07DA028,04-Jun-16,0.563,,,,,RAMP
07DA028,05-Jun-16,0.495,,,,,RAMP
07DA028,06-Jun-16,0.554,,,,,RAMP
07DA028,07-Jun-16,0.647,,,,,RAMP
07DA028,08-Jun-16,0.583,,,,,RAMP
07DA028,09-Jun-16,0.722,,,,,RAMP
07DA028,10-Jun-16,1.46,,,,,RAMP
07DA028,11-Jun-16,1.86,,,,,RAMP
07DA028,12-Jun-16,2.37,,,,,RAMP
07DA028,13-Jun-16,2.89,,,,,RAMP
07DA028,14-Jun-16,3.22,,,,,RAMP
07DA028,15-Jun-16,3.7,,,,,RAMP
07DA028,16-Jun-16,4.12,,,,,RAMP
07DA028,17-Jun-16,3.96,,,,,RAMP
07DA028,18-Jun-16,4.12,,,,,RAMP
07DA028,19-Jun-16,4.11,,,,,RAMP
07DA028,20-Jun-16,3.9,,,,,RAMP
07DA028,21-Jun-16,3.72,,3.73,no,,RAMP
07DA028,22-Jun-16,3.46,,,,,RAMP
07DA028,23-Jun-16,3.16,,,,,RAMP
07DA028,24-Jun-16,3.4,,,,,RAMP
07DA028,25-Jun-16,3.2,,,,,RAMP
07DA028,26-Jun-16,2.82,,,,,RAMP
07DA028,27-Jun-16,2.71,,,,,RAMP
07DA028,28-Jun-16,2.86,,,,,RAMP
07DA028,29-Jun-16,2.52,,,,,RAMP
07DA028,30-Jun-16,2.32,,,,,RAMP
07DA028,01-Jul-16,1.89,,,,,RAMP
07DA028,02-Jul-16,1.66,,,,,RAMP
07DA028,03-Jul-16,1.49,,,,,RAMP
07DA028,04-Jul-16,2.42,,,,,RAMP
07DA028,05-Jul-16,3.21,,,,,RAMP
07DA028,06-Jul-16,3.05,,,,,RAMP
07DA028,07-Jul-16,2.96,,,,,RAMP
07DA028,08-Jul-16,2.86,,,,,RAMP
07DA028,09-Jul-16,2.72,,,,,RAMP
07DA028,10-Jul-16,2.53,,,,,RAMP
07DA028,11-Jul-16,2.06,,,,,RAMP
07DA028,12-Jul-16,1.84,,,,,RAMP
07DA028,13-Jul-16,1.61,,,,,RAMP
07DA028,14-Jul-16,1.47,,,,,RAMP
07DA028,15-Jul-16,1.34,,,,,RAMP
07DA028,16-Jul-16,1.2,,,,,RAMP
07DA028,17-Jul-16,1,,,,,RAMP
07DA028,18-Jul-16,0.951,,,,,RAMP
07DA028,19-Jul-16,0.761,,,,,RAMP
07DA028,20-Jul-16,0.719,,,,,RAMP
07DA028,21-Jul-16,0.66,,,,,RAMP
07DA028,22-Jul-16,0.6,,,,,RAMP
07DA028,23-Jul-16,0.579,,,,,RAMP
07DA028,24-Jul-16,0.62,,,,,RAMP
07DA028,25-Jul-16,0.51,,,,,RAMP
07DA028,26-Jul-16,0.53,,,,,RAMP
07DA028,27-Jul-16,0.491,,,,,RAMP
07DA028,28-Jul-16,0.487,,,,,RAMP
07DA028,29-Jul-16,0.432,,,,,RAMP
07DA028,30-Jul-16,0.413,,,,,RAMP
07DA028,31-Jul-16,0.483,,,,,RAMP
07DA028,01-Aug-16,0.602,,,,,RAMP
07DA028,02-Aug-16,0.47,,,,,RAMP
07DA028,03-Aug-16,0.43,,,,,RAMP
07DA028,04-Aug-16,0.406,,,,,RAMP
07DA028,05-Aug-16,0.392,,,,,RAMP
07DA028,06-Aug-16,0.371,,,,,RAMP
07DA028,07-Aug-16,0.328,,,,,RAMP
07DA028,08-Aug-16,0.321,,,,,RAMP
07DA028,09-Aug-16,0.287,,,,,RAMP
07DA028,10-Aug-16,0.276,,,,,RAMP
07DA028,11-Aug-16,0.245,,,,,RAMP
07DA028,12-Aug-16,0.231,,0.222,no,,RAMP
07DA028,13-Aug-16,0.224,,,,,RAMP
07DA028,14-Aug-16,0.201,,,,,RAMP
07DA028,15-Aug-16,0.2,,,,,RAMP
07DA028,16-Aug-16,0.168,,,,,RAMP
07DA028,17-Aug-16,0.15,,,,,RAMP
07DA028,18-Aug-16,0.124,,,,,RAMP
07DA028,19-Aug-16,0.178,,,,,RAMP
07DA028,20-Aug-16,0.243,,,,,RAMP
07DA028,21-Aug-16,0.294,,,,,RAMP
07DA028,22-Aug-16,0.282,,,,,RAMP
07DA028,23-Aug-16,0.229,,,,,RAMP
07DA028,24-Aug-16,0.258,,,,,RAMP
07DA028,25-Aug-16,0.313,,,,,RAMP
07DA028,26-Aug-16,0.472,,,,,RAMP
07DA028,27-Aug-16,0.595,,,,,RAMP
07DA028,28-Aug-16,0.557,,,,,RAMP
07DA028,29-Aug-16,0.431,,,,,RAMP
07DA028,30-Aug-16,0.429,,,,,RAMP
07DA028,31-Aug-16,0.594,,,,,RAMP
07DA028,01-Sep-16,0.815,,,,,RAMP
07DA028,02-Sep-16,0.883,,,,,RAMP
07DA028,03-Sep-16,1.36,,,,,RAMP
07DA028,04-Sep-16,1.57,,,,,RAMP
07DA028,05-Sep-16,1.47,,,,,RAMP
07DA028,06-Sep-16,1.53,,,,,RAMP
07DA028,07-Sep-16,1.64,,,,,RAMP
07DA028,08-Sep-16,1.63,,,,,RAMP
07DA028,09-Sep-16,1.41,,,,,RAMP
07DA028,10-Sep-16,1.79,,,,,RAMP
07DA028,11-Sep-16,1.41,,,,,RAMP
07DA028,12-Sep-16,1.41,,,,,RAMP
07DA028,13-Sep-16,1.73,,,,,RAMP
07DA028,14-Sep-16,1.55,,,,,RAMP
07DA028,15-Sep-16,1.4,,,,,RAMP
07DA028,16-Sep-16,1.6,,,,,RAMP
07DA028,17-Sep-16,1.66,,,,,RAMP
07DA028,18-Sep-16,1.51,,,,,RAMP
07DA028,19-Sep-16,1.34,,,,,RAMP
07DA028,20-Sep-16,1.2,,,,,RAMP
07DA028,21-Sep-16,1.22,,,,,RAMP
07DA028,22-Sep-16,1.22,,,,,RAMP
07DA028,23-Sep-16,1.29,,,,,RAMP
07DA028,24-Sep-16,1.23,,,,,RAMP
07DA028,25-Sep-16,1.02,,,,,RAMP
07DA028,26-Sep-16,1.11,,,,,RAMP
07DA028,27-Sep-16,1.06,,,,,RAMP
07DA028,28-Sep-16,0.874,,,,,RAMP
07DA028,29-Sep-16,0.896,,,,,RAMP
07DA028,30-Sep-16,0.798,,,,,RAMP
07DA028,01-Oct-16,0.816,,,,,RAMP
07DA028,02-Oct-16,1.83,,,,,RAMP
07DA028,03-Oct-16,1.9,,,,,RAMP
07DA028,04-Oct-16,1.7,,,,,RAMP
07DA028,05-Oct-16,1.68,,,,,RAMP
07DA028,06-Oct-16,1.61,,,,,RAMP
07DA028,07-Oct-16,1.62,,,,,RAMP
07DA028,08-Oct-16,1.63,,,,,RAMP
07DA028,09-Oct-16,1.75,,,,,RAMP
07DA028,10-Oct-16,1.61,,,,,RAMP
07DA028,11-Oct-16,1.71,,,,,RAMP
07DA028,12-Oct-16,1.7,,,,,RAMP
07DA028,13-Oct-16,1.79,,,,,RAMP
07DA028,14-Oct-16,1.96,,,,,RAMP
07DA028,15-Oct-16,1.81,,,,,RAMP
07DA028,16-Oct-16,1.92,,,,,RAMP
07DA028,17-Oct-16,1.84,,,,,RAMP
07DA028,18-Oct-16,1.54,,,,,RAMP
07DA028,19-Oct-16,1.46,,,,,RAMP
07DA028,20-Oct-16,1.78,,,,,RAMP
07DA028,21-Oct-16,1.81,,,,,RAMP
07DA028,22-Oct-16,1.67,,1.68,no,,RAMP
07DA028,23-Oct-16,1.5,,,,,RAMP
07DA028,24-Oct-16,1.53,,,,,RAMP
07DA028,25-Oct-16,1.64,,,,,RAMP
07DA028,26-Oct-16,1.82,,,,,RAMP
07DA028,27-Oct-16,1.84,,,,,RAMP
07DA028,28-Oct-16,1.66,,,,,RAMP
07DA028,29-Oct-16,1.72,,,,,RAMP
07DA028,30-Oct-16,1.92,,,,,RAMP
07DA028,31-Oct-16,2.05,,,,,RAMP
07DA028,01-Nov-16,1.66,B,,,,RAMP
07DA028,02-Nov-16,1.41,B,,,,RAMP
07DA028,03-Nov-16,1.38,B,,,,RAMP
07DA028,04-Nov-16,1.43,B,,,,RAMP
07DA028,05-Nov-16,1.7,,,,,RAMP
07DA028,06-Nov-16,1.55,,,,,RAMP
07DA028,07-Nov-16,1.29,,,,,RAMP
07DA028,08-Nov-16,1.47,,,,,RAMP
07DA028,09-Nov-16,1.42,,,,,RAMP
07DA028,10-Nov-16,1.14,,,,,RAMP
07DA028,11-Nov-16,1.49,,,,,RAMP
07DA028,12-Nov-16,1.55,,,,,RAMP
07DA028,13-Nov-16,1.5,,,,,RAMP
07DA028,14-Nov-16,1.55,,,,,RAMP
07DA028,15-Nov-16,1.39,,,,,RAMP
07DA028,16-Nov-16,1.19,B,,,,RAMP
07DA028,17-Nov-16,0.772,B,,,,RAMP
07DA028,18-Nov-16,0.664,B,,,,RAMP
07DA028,19-Nov-16,0.693,B,,,,RAMP
07DA028,20-Nov-16,0.812,B,,,,RAMP
07DA028,21-Nov-16,0.805,B,,,,RAMP
07DA028,22-Nov-16,0.609,B,,,,RAMP
07DA028,23-Nov-16,0.73,B,,,,RAMP
07DA028,24-Nov-16,0.646,B,,,,RAMP
07DA028,25-Nov-16,0.743,B,,,,RAMP
07DA028,26-Nov-16,0.63,B,,,,RAMP
07DA028,27-Nov-16,,B,,,,RAMP
07DA028,28-Nov-16,,B,,,,RAMP
07DA028,29-Nov-16,,B,,,,RAMP
07DA028,30-Nov-16,,B,,,,RAMP
07DA028,01-Dec-16,,B,,,,RAMP
07DA028,02-Dec-16,0.539,B,,,,RAMP
07DA028,03-Dec-16,0.608,B,,,,RAMP
07DA028,04-Dec-16,0.504,B,,,,RAMP
07DA028,05-Dec-16,0.336,B,,,,RAMP
07DA028,06-Dec-16,0.287,B,,,,RAMP
07DA028,07-Dec-16,0.23,B,,,,RAMP
07DA028,08-Dec-16,0.223,B,,,,RAMP
07DA028,09-Dec-16,0.28,B,,,,RAMP
07DA028,10-Dec-16,0.465,B,,,,RAMP
07DA028,11-Dec-16,0.576,B,0.559,yes,,RAMP
07DA028,12-Dec-16,0.458,B,,,,RAMP
07DA028,13-Dec-16,0.293,B,,,,RAMP
07DA028,14-Dec-16,0.257,B,,,,RAMP
07DA028,15-Dec-16,0.219,B,,,,RAMP
07DA028,16-Dec-16,0.207,B,,,,RAMP
07DA028,17-Dec-16,0.217,B,,,,RAMP
07DA028,18-Dec-16,0.199,B,,,,RAMP
07DA028,19-Dec-16,0.182,B,,,,RAMP
07DA028,20-Dec-16,0.18,B,,,,RAMP
07DA028,21-Dec-16,0.157,B,,,,RAMP
07DA028,22-Dec-16,0.134,B,,,,RAMP
07DA028,23-Dec-16,0.055,B,,,,RAMP
07DA028,24-Dec-16,0.042,B,,,,RAMP
07DA028,25-Dec-16,0.068,B,,,,RAMP
07DA028,26-Dec-16,0.176,B,,,,RAMP
07DA028,27-Dec-16,0.215,B,,,,RAMP
07DA028,28-Dec-16,0.091,B,,,,RAMP
07DA028,29-Dec-16,0.049,B,,,,RAMP
07DA028,30-Dec-16,0.163,B,,,,RAMP
07DA028,31-Dec-16,0.098,B,,,,RAMP
07DA029,11-Aug-95,2,A,,,,Unknown
07DA029,12-Aug-95,2.18,,,,,Unknown
07DA029,13-Aug-95,2.42,,,,,Unknown
07DA029,14-Aug-95,2.71,,,,,Unknown
07DA029,15-Aug-95,2.93,,,,,Unknown
07DA029,16-Aug-95,3,,,,,Unknown
07DA029,17-Aug-95,2.99,,,,,Unknown
07DA029,18-Aug-95,2.98,,,,,Unknown
07DA029,19-Aug-95,3.04,,,,,Unknown
07DA029,20-Aug-95,3.08,,,,,Unknown
07DA029,21-Aug-95,3.07,,,,,Unknown
07DA029,22-Aug-95,3.08,,,,,Unknown
07DA029,23-Aug-95,3.12,,,,,Unknown
07DA029,24-Aug-95,3.24,,,,,Unknown
07DA029,25-Aug-95,3.32,,,,,Unknown
07DA029,26-Aug-95,3.31,,,,,Unknown
07DA029,27-Aug-95,3.28,,,,,Unknown
